panel,condition,arm,seed,origin,channel,draw,horizon,prediction,target
electricity_transfer,POINT8,C3,81551,21068,0,0,21,585.75927734375,617.0
electricity_transfer,POINT8,C3,81551,21068,0,0,22,582.8271484375,638.0
electricity_transfer,POINT8,C3,81551,21068,0,0,23,586.091064453125,629.0
electricity_transfer,POINT8,C3,81551,21068,0,0,24,619.985107421875,646.0
electricity_transfer,POINT8,C3,81551,21068,0,0,25,736.4783935546875,764.0
electricity_transfer,POINT8,C3,81551,21068,0,0,26,769.0552978515625,763.0
electricity_transfer,POINT8,C3,81551,21068,0,0,27,466.485107421875,483.0
electricity_transfer,POINT8,C3,81551,21068,0,0,28,290.90252685546875,279.0
electricity_transfer,POINT8,C3,81551,21068,0,0,29,270.2991027832031,269.0
electricity_transfer,POINT8,C3,81551,21068,0,0,30,281.8682861328125,273.0
electricity_transfer,POINT8,C3,81551,21068,0,0,31,280.7998962402344,268.0
electricity_transfer,POINT8,C3,81551,21068,0,0,32,284.9181823730469,266.0
electricity_transfer,POINT8,C3,81551,21068,0,0,33,311.0284118652344,293.0
electricity_transfer,POINT8,C3,81551,21068,0,0,34,329.86700439453125,302.0
electricity_transfer,POINT8,C3,81551,21068,0,0,35,296.0468444824219,280.0
electricity_transfer,POINT8,C3,81551,21068,0,0,36,289.34100341796875,283.0
electricity_transfer,POINT8,C3,81551,21068,0,0,37,431.2386169433594,442.0
electricity_transfer,POINT8,C3,81551,21068,0,0,38,621.0756225585938,581.0
electricity_transfer,POINT8,C3,81551,21068,0,0,39,604.4537353515625,580.0
electricity_transfer,POINT8,C3,81551,21068,0,0,40,575.6538696289062,592.0
electricity_transfer,POINT8,C3,81551,21068,0,0,41,571.6715698242188,580.0
electricity_transfer,POINT8,C3,81551,21068,0,0,42,575.5074462890625,582.0
electricity_transfer,POINT8,C3,81551,21068,0,0,43,581.1564331054688,576.0
electricity_transfer,POINT8,C3,81551,21068,0,0,44,573.9050903320312,585.0
electricity_transfer,POINT8,C3,81551,21068,0,0,45,562.6262817382812,579.0
electricity_transfer,POINT8,C3,81551,21068,0,0,46,555.5897216796875,563.0
electricity_transfer,POINT8,C3,81551,21068,0,0,47,565.4763793945312,564.0
electricity_transfer,POINT8,C3,81551,21068,0,0,48,608.654541015625,587.0
electricity_transfer,POINT8,C3,81551,21068,0,0,49,730.0870361328125,719.0
electricity_transfer,POINT8,C3,81551,21068,0,0,50,747.3912353515625,732.0
electricity_transfer,POINT8,C3,81551,21068,0,0,51,447.7999267578125,473.0
electricity_transfer,POINT8,C3,81551,21068,0,0,52,275.26788330078125,286.0
electricity_transfer,POINT8,C3,81551,21068,0,0,53,246.7791748046875,266.0
electricity_transfer,POINT8,C3,81551,21068,0,0,54,250.79623413085938,267.0
electricity_transfer,POINT8,C3,81551,21068,0,0,55,245.23297119140625,266.0
electricity_transfer,POINT8,C3,81551,21068,0,0,56,258.1636047363281,271.0
electricity_transfer,POINT8,C3,81551,21068,0,0,57,293.6822814941406,299.0
electricity_transfer,POINT8,C3,81551,21068,0,0,58,316.8487854003906,305.0
electricity_transfer,POINT8,C3,81551,21068,0,0,59,286.2998046875,271.0
electricity_transfer,POINT8,C3,81551,21068,0,0,60,281.3976135253906,279.0
electricity_transfer,POINT8,C3,81551,21068,0,0,61,422.43756103515625,442.0
electricity_transfer,POINT8,C3,81551,21068,0,0,62,605.2721557617188,636.0
electricity_transfer,POINT8,C3,81551,21068,0,0,63,592.0570068359375,596.0
electricity_transfer,SHIFT8,C0,81551,21068,0,0,0,2988.32666015625,3034.1856
electricity_transfer,SHIFT8,C0,81551,21068,0,0,1,3087.23828125,3173.1856
electricity_transfer,SHIFT8,C0,81551,21068,0,0,2,3082.82666015625,3189.1856
electricity_transfer,SHIFT8,C0,81551,21068,0,0,3,2805.77978515625,2940.1856
electricity_transfer,SHIFT8,C0,81551,21068,0,0,4,2577.61669921875,2733.1856
electricity_transfer,SHIFT8,C0,81551,21068,0,0,5,2538.91943359375,2722.1856
electricity_transfer,SHIFT8,C0,81551,21068,0,0,6,2582.13330078125,2720.1856
electricity_transfer,SHIFT8,C0,81551,21068,0,0,7,2595.39208984375,2722.1856
electricity_transfer,SHIFT8,C0,81551,21068,0,0,8,2609.9453125,2722.1856
electricity_transfer,SHIFT8,C0,81551,21068,0,0,9,2643.93115234375,2745.1856
electricity_transfer,SHIFT8,C0,81551,21068,0,0,10,2666.267578125,2760.1856
electricity_transfer,SHIFT8,C0,81551,21068,0,0,11,2612.260986328125,2751.1856
electricity_transfer,SHIFT8,C0,81551,21068,0,0,12,2623.650390625,2741.1856
electricity_transfer,SHIFT8,C0,81551,21068,0,0,13,2791.4775390625,2896.1856
electricity_transfer,SHIFT8,C0,81551,21068,0,0,14,2992.951171875,3038.1856
electricity_transfer,SHIFT8,C0,81551,21068,0,0,15,3045.8857421875,3064.1856
electricity_transfer,SHIFT8,C0,81551,21068,0,0,16,3029.04150390625,3057.1856
electricity_transfer,SHIFT8,C0,81551,21068,0,0,17,3010.41943359375,3056.1856
electricity_transfer,SHIFT8,C0,81551,21068,0,0,18,2999.13623046875,3034.1856
electricity_transfer,SHIFT8,C0,81551,21068,0,0,19,2982.39208984375,3032.1856
electricity_transfer,SHIFT8,C0,81551,21068,0,0,20,2992.580078125,3031.1856
electricity_transfer,SHIFT8,C0,81551,21068,0,0,21,3013.7216796875,3072.1856
electricity_transfer,SHIFT8,C0,81551,21068,0,0,22,3031.97705078125,3093.1856
electricity_transfer,SHIFT8,C0,81551,21068,0,0,23,3017.41943359375,3084.1856
electricity_transfer,SHIFT8,C0,81551,21068,0,0,24,3048.7412109375,3101.1856
electricity_transfer,SHIFT8,C0,81551,21068,0,0,25,3148.08056640625,3219.1856
electricity_transfer,SHIFT8,C0,81551,21068,0,0,26,3141.01171875,3218.1856
electricity_transfer,SHIFT8,C0,81551,21068,0,0,27,2859.16357421875,2938.1856
electricity_transfer,SHIFT8,C0,81551,21068,0,0,28,2625.765380859375,2734.1856
electricity_transfer,SHIFT8,C0,81551,21068,0,0,29,2583.9501953125,2724.1856
electricity_transfer,SHIFT8,C0,81551,21068,0,0,30,2606.869384765625,2728.1856
electricity_transfer,SHIFT8,C0,81551,21068,0,0,31,2619.33154296875,2723.1856
electricity_transfer,SHIFT8,C0,81551,21068,0,0,32,2642.83935546875,2721.1856
electricity_transfer,SHIFT8,C0,81551,21068,0,0,33,2687.2607421875,2748.1856
electricity_transfer,SHIFT8,C0,81551,21068,0,0,34,2709.2646484375,2757.1856
electricity_transfer,SHIFT8,C0,81551,21068,0,0,35,2651.5283203125,2735.1856
electricity_transfer,SHIFT8,C0,81551,21068,0,0,36,2668.313720703125,2738.1856
electricity_transfer,SHIFT8,C0,81551,21068,0,0,37,2832.22705078125,2897.1856
electricity_transfer,SHIFT8,C0,81551,21068,0,0,38,3023.77294921875,3036.1856
electricity_transfer,SHIFT8,C0,81551,21068,0,0,39,3080.119140625,3035.1856
electricity_transfer,SHIFT8,C0,81551,21068,0,0,40,3064.287109375,3047.1856
electricity_transfer,SHIFT8,C0,81551,21068,0,0,41,3055.345703125,3035.1856
electricity_transfer,SHIFT8,C0,81551,21068,0,0,42,3046.4521484375,3037.1856
electricity_transfer,SHIFT8,C0,81551,21068,0,0,43,3033.25439453125,3031.1856
electricity_transfer,SHIFT8,C0,81551,21068,0,0,44,3032.62646484375,3040.1856
electricity_transfer,SHIFT8,C0,81551,21068,0,0,45,3042.599609375,3034.1856
electricity_transfer,SHIFT8,C0,81551,21068,0,0,46,3057.162109375,3018.1856
electricity_transfer,SHIFT8,C0,81551,21068,0,0,47,3045.32568359375,3019.1856
electricity_transfer,SHIFT8,C0,81551,21068,0,0,48,3099.13720703125,3042.1856
electricity_transfer,SHIFT8,C0,81551,21068,0,0,49,3189.90087890625,3174.1856
electricity_transfer,SHIFT8,C0,81551,21068,0,0,50,3175.41943359375,3187.1856
electricity_transfer,SHIFT8,C0,81551,21068,0,0,51,2893.55224609375,2928.1856
electricity_transfer,SHIFT8,C0,81551,21068,0,0,52,2676.5927734375,2741.1856
electricity_transfer,SHIFT8,C0,81551,21068,0,0,53,2635.77490234375,2721.1856
electricity_transfer,SHIFT8,C0,81551,21068,0,0,54,2653.1611328125,2722.1856
electricity_transfer,SHIFT8,C0,81551,21068,0,0,55,2653.42529296875,2721.1856
electricity_transfer,SHIFT8,C0,81551,21068,0,0,56,2687.73974609375,2726.1856
electricity_transfer,SHIFT8,C0,81551,21068,0,0,57,2744.130859375,2754.1856
electricity_transfer,SHIFT8,C0,81551,21068,0,0,58,2755.09521484375,2760.1856
electricity_transfer,SHIFT8,C0,81551,21068,0,0,59,2694.432373046875,2726.1856
electricity_transfer,SHIFT8,C0,81551,21068,0,0,60,2704.5810546875,2734.1856
electricity_transfer,SHIFT8,C0,81551,21068,0,0,61,2856.248046875,2897.1856
electricity_transfer,SHIFT8,C0,81551,21068,0,0,62,3043.71142578125,3091.1856
electricity_transfer,SHIFT8,C0,81551,21068,0,0,63,3101.748046875,3051.1856
electricity_transfer,SHIFT8,C2,81551,21068,0,0,0,3045.384765625,3034.1856
electricity_transfer,SHIFT8,C2,81551,21068,0,0,1,3150.21875,3173.1856
electricity_transfer,SHIFT8,C2,81551,21068,0,0,2,3143.9423828125,3189.1856
electricity_transfer,SHIFT8,C2,81551,21068,0,0,3,2863.689453125,2940.1856
electricity_transfer,SHIFT8,C2,81551,21068,0,0,4,2621.538818359375,2733.1856
electricity_transfer,SHIFT8,C2,81551,21068,0,0,5,2585.44189453125,2722.1856
electricity_transfer,SHIFT8,C2,81551,21068,0,0,6,2634.1591796875,2720.1856
electricity_transfer,SHIFT8,C2,81551,21068,0,0,7,2649.017333984375,2722.1856
electricity_transfer,SHIFT8,C2,81551,21068,0,0,8,2657.077880859375,2722.1856
electricity_transfer,SHIFT8,C2,81551,21068,0,0,9,2695.2275390625,2745.1856
electricity_transfer,SHIFT8,C2,81551,21068,0,0,10,2716.8515625,2760.1856
electricity_transfer,SHIFT8,C2,81551,21068,0,0,11,2656.50244140625,2751.1856
electricity_transfer,SHIFT8,C2,81551,21068,0,0,12,2662.892578125,2741.1856
electricity_transfer,SHIFT8,C2,81551,21068,0,0,13,2840.3984375,2896.1856
electricity_transfer,SHIFT8,C2,81551,21068,0,0,14,3050.84521484375,3038.1856
electricity_transfer,SHIFT8,C2,81551,21068,0,0,15,3103.5126953125,3064.1856
electricity_transfer,SHIFT8,C2,81551,21068,0,0,16,3075.68115234375,3057.1856
electricity_transfer,SHIFT8,C2,81551,21068,0,0,17,3053.7041015625,3056.1856
electricity_transfer,SHIFT8,C2,81551,21068,0,0,18,3039.81494140625,3034.1856
electricity_transfer,SHIFT8,C2,81551,21068,0,0,19,3022.69140625,3032.1856
electricity_transfer,SHIFT8,C2,81551,21068,0,0,20,3032.95068359375,3031.1856
electricity_transfer,SHIFT8,C2,81551,21068,0,0,21,3063.13720703125,3072.1856
electricity_transfer,SHIFT8,C2,81551,21068,0,0,22,3084.7177734375,3093.1856
electricity_transfer,SHIFT8,C2,81551,21068,0,0,23,3070.60205078125,3084.1856
electricity_transfer,SHIFT8,C2,81551,21068,0,0,24,3100.244140625,3101.1856
electricity_transfer,SHIFT8,C2,81551,21068,0,0,25,3203.896484375,3219.1856
electricity_transfer,SHIFT8,C2,81551,21068,0,0,26,3195.568359375,3218.1856
electricity_transfer,SHIFT8,C2,81551,21068,0,0,27,2911.09521484375,2938.1856
electricity_transfer,SHIFT8,C2,81551,21068,0,0,28,2663.34326171875,2734.1856
electricity_transfer,SHIFT8,C2,81551,21068,0,0,29,2624.583740234375,2724.1856
electricity_transfer,SHIFT8,C2,81551,21068,0,0,30,2653.30712890625,2728.1856
electricity_transfer,SHIFT8,C2,81551,21068,0,0,31,2667.155517578125,2723.1856
electricity_transfer,SHIFT8,C2,81551,21068,0,0,32,2682.07470703125,2721.1856
electricity_transfer,SHIFT8,C2,81551,21068,0,0,33,2729.24609375,2748.1856
electricity_transfer,SHIFT8,C2,81551,21068,0,0,34,2750.25048828125,2757.1856
electricity_transfer,SHIFT8,C2,81551,21068,0,0,35,2688.014404296875,2735.1856
electricity_transfer,SHIFT8,C2,81551,21068,0,0,36,2700.814697265625,2738.1856
electricity_transfer,SHIFT8,C2,81551,21068,0,0,37,2875.08740234375,2897.1856
electricity_transfer,SHIFT8,C2,81551,21068,0,0,38,3074.73876953125,3036.1856
electricity_transfer,SHIFT8,C2,81551,21068,0,0,39,3128.67724609375,3035.1856
electricity_transfer,SHIFT8,C2,81551,21068,0,0,40,3100.50439453125,3047.1856
electricity_transfer,SHIFT8,C2,81551,21068,0,0,41,3089.72607421875,3035.1856
electricity_transfer,SHIFT8,C2,81551,21068,0,0,42,3079.7314453125,3037.1856
electricity_transfer,SHIFT8,C2,81551,21068,0,0,43,3067.111328125,3031.1856
electricity_transfer,SHIFT8,C2,81551,21068,0,0,44,3065.6591796875,3040.1856
electricity_transfer,SHIFT8,C2,81551,21068,0,0,45,3082.6513671875,3034.1856
electricity_transfer,SHIFT8,C2,81551,21068,0,0,46,3096.62451171875,3018.1856
electricity_transfer,SHIFT8,C2,81551,21068,0,0,47,3083.2236328125,3019.1856
electricity_transfer,SHIFT8,C2,81551,21068,0,0,48,3135.3251953125,3042.1856
electricity_transfer,SHIFT8,C2,81551,21068,0,0,49,3230.25439453125,3174.1856
electricity_transfer,SHIFT8,C2,81551,21068,0,0,50,3214.919921875,3187.1856
electricity_transfer,SHIFT8,C2,81551,21068,0,0,51,2931.94140625,2928.1856
electricity_transfer,SHIFT8,C2,81551,21068,0,0,52,2704.499267578125,2741.1856
electricity_transfer,SHIFT8,C2,81551,21068,0,0,53,2666.86962890625,2721.1856
electricity_transfer,SHIFT8,C2,81551,21068,0,0,54,2686.906982421875,2722.1856
electricity_transfer,SHIFT8,C2,81551,21068,0,0,55,2687.615966796875,2721.1856
electricity_transfer,SHIFT8,C2,81551,21068,0,0,56,2715.640625,2726.1856
electricity_transfer,SHIFT8,C2,81551,21068,0,0,57,2778.43408203125,2754.1856
electricity_transfer,SHIFT8,C2,81551,21068,0,0,58,2788.6630859375,2760.1856
electricity_transfer,SHIFT8,C2,81551,21068,0,0,59,2720.3701171875,2726.1856
electricity_transfer,SHIFT8,C2,81551,21068,0,0,60,2723.204833984375,2734.1856
electricity_transfer,SHIFT8,C2,81551,21068,0,0,61,2883.65869140625,2897.1856
electricity_transfer,SHIFT8,C2,81551,21068,0,0,62,3080.45751953125,3091.1856
electricity_transfer,SHIFT8,C2,81551,21068,0,0,63,3139.35498046875,3051.1856
electricity_transfer,SHIFT8,C3,81551,21068,0,0,0,3053.970703125,3034.1856
electricity_transfer,SHIFT8,C3,81551,21068,0,0,1,3155.9970703125,3173.1856
electricity_transfer,SHIFT8,C3,81551,21068,0,0,2,3153.3154296875,3189.1856
electricity_transfer,SHIFT8,C3,81551,21068,0,0,3,2875.0078125,2940.1856
electricity_transfer,SHIFT8,C3,81551,21068,0,0,4,2643.30712890625,2733.1856
electricity_transfer,SHIFT8,C3,81551,21068,0,0,5,2603.509521484375,2722.1856
electricity_transfer,SHIFT8,C3,81551,21068,0,0,6,2651.36181640625,2720.1856
electricity_transfer,SHIFT8,C3,81551,21068,0,0,7,2668.94384765625,2722.1856
electricity_transfer,SHIFT8,C3,81551,21068,0,0,8,2684.823974609375,2722.1856
electricity_transfer,SHIFT8,C3,81551,21068,0,0,9,2718.40380859375,2745.1856
electricity_transfer,SHIFT8,C3,81551,21068,0,0,10,2737.157958984375,2760.1856
electricity_transfer,SHIFT8,C3,81551,21068,0,0,11,2673.38037109375,2751.1856
electricity_transfer,SHIFT8,C3,81551,21068,0,0,12,2681.704833984375,2741.1856
electricity_transfer,SHIFT8,C3,81551,21068,0,0,13,2852.07080078125,2896.1856
electricity_transfer,SHIFT8,C3,81551,21068,0,0,14,3059.82177734375,3038.1856
electricity_transfer,SHIFT8,C3,81551,21068,0,0,15,3109.36181640625,3064.1856
electricity_transfer,SHIFT8,C3,81551,21068,0,0,16,3090.4482421875,3057.1856
electricity_transfer,SHIFT8,C3,81551,21068,0,0,17,3069.11279296875,3056.1856
electricity_transfer,SHIFT8,C3,81551,21068,0,0,18,3054.32666015625,3034.1856
electricity_transfer,SHIFT8,C3,81551,21068,0,0,19,3033.0498046875,3032.1856
electricity_transfer,SHIFT8,C3,81551,21068,0,0,20,3048.24951171875,3031.1856
electricity_transfer,SHIFT8,C3,81551,21068,0,0,21,3075.16943359375,3072.1856
electricity_transfer,SHIFT8,C3,81551,21068,0,0,22,3092.5087890625,3093.1856
electricity_transfer,SHIFT8,C3,81551,21068,0,0,23,3074.39990234375,3084.1856
electricity_transfer,SHIFT8,C3,81551,21068,0,0,24,3108.43505859375,3101.1856
electricity_transfer,SHIFT8,C3,81551,21068,0,0,25,3208.01123046875,3219.1856
electricity_transfer,SHIFT8,C3,81551,21068,0,0,26,3202.1357421875,3218.1856
electricity_transfer,SHIFT8,C3,81551,21068,0,0,27,2919.453125,2938.1856
electricity_transfer,SHIFT8,C3,81551,21068,0,0,28,2684.10302734375,2734.1856
electricity_transfer,SHIFT8,C3,81551,21068,0,0,29,2643.267333984375,2724.1856
electricity_transfer,SHIFT8,C3,81551,21068,0,0,30,2672.546630859375,2728.1856
electricity_transfer,SHIFT8,C3,81551,21068,0,0,31,2689.384033203125,2723.1856
electricity_transfer,SHIFT8,C3,81551,21068,0,0,32,2710.243896484375,2721.1856
electricity_transfer,SHIFT8,C3,81551,21068,0,0,33,2751.4228515625,2748.1856
electricity_transfer,SHIFT8,C3,81551,21068,0,0,34,2768.25830078125,2757.1856
electricity_transfer,SHIFT8,C3,81551,21068,0,0,35,2701.975341796875,2735.1856
electricity_transfer,SHIFT8,C3,81551,21068,0,0,36,2716.951171875,2738.1856
electricity_transfer,SHIFT8,C3,81551,21068,0,0,37,2882.68798828125,2897.1856
electricity_transfer,SHIFT8,C3,81551,21068,0,0,38,3078.1455078125,3036.1856
electricity_transfer,SHIFT8,C3,81551,21068,0,0,39,3126.8828125,3035.1856
electricity_transfer,SHIFT8,C3,81551,21068,0,0,40,3106.2919921875,3047.1856
electricity_transfer,SHIFT8,C3,81551,21068,0,0,41,3094.5390625,3035.1856
electricity_transfer,SHIFT8,C3,81551,21068,0,0,42,3083.9736328125,3037.1856
electricity_transfer,SHIFT8,C3,81551,21068,0,0,43,3069.16015625,3031.1856
electricity_transfer,SHIFT8,C3,81551,21068,0,0,44,3074.169921875,3040.1856
electricity_transfer,SHIFT8,C3,81551,21068,0,0,45,3088.12109375,3034.1856
electricity_transfer,SHIFT8,C3,81551,21068,0,0,46,3096.80078125,3018.1856
electricity_transfer,SHIFT8,C3,81551,21068,0,0,47,3079.5703125,3019.1856
electricity_transfer,SHIFT8,C3,81551,21068,0,0,48,3136.642578125,3042.1856
electricity_transfer,SHIFT8,C3,81551,21068,0,0,49,3229.763671875,3174.1856
electricity_transfer,SHIFT8,C3,81551,21068,0,0,50,3217.87841796875,3187.1856
electricity_transfer,SHIFT8,C3,81551,21068,0,0,51,2935.32763671875,2928.1856
electricity_transfer,SHIFT8,C3,81551,21068,0,0,52,2718.93212890625,2741.1856
electricity_transfer,SHIFT8,C3,81551,21068,0,0,53,2677.87646484375,2721.1856
electricity_transfer,SHIFT8,C3,81551,21068,0,0,54,2698.62060546875,2722.1856
electricity_transfer,SHIFT8,C3,81551,21068,0,0,55,2701.54736328125,2721.1856
electricity_transfer,SHIFT8,C3,81551,21068,0,0,56,2736.34228515625,2726.1856
electricity_transfer,SHIFT8,C3,81551,21068,0,0,57,2794.2900390625,2754.1856
electricity_transfer,SHIFT8,C3,81551,21068,0,0,58,2802.228515625,2760.1856
electricity_transfer,SHIFT8,C3,81551,21068,0,0,59,2732.388671875,2726.1856
electricity_transfer,SHIFT8,C3,81551,21068,0,0,60,2737.995361328125,2734.1856
electricity_transfer,SHIFT8,C3,81551,21068,0,0,61,2891.00048828125,2897.1856
electricity_transfer,SHIFT8,C3,81551,21068,0,0,62,3082.73486328125,3091.1856
electricity_transfer,SHIFT8,C3,81551,21068,0,0,63,3134.24755859375,3051.1856
neso_2025,REFERENCE,C0,81551,4345,0,0,0,22183.173828125,22403.0
neso_2025,REFERENCE,C0,81551,4345,0,0,1,21021.16015625,21503.5
neso_2025,REFERENCE,C0,81551,4345,0,0,2,20220.212890625,21265.5
neso_2025,REFERENCE,C0,81551,4345,0,0,3,20364.658203125,20806.5
neso_2025,REFERENCE,C0,81551,4345,0,0,4,22441.798828125,23018.0
neso_2025,REFERENCE,C0,81551,4345,0,0,5,25205.333984375,26431.0
neso_2025,REFERENCE,C0,81551,4345,0,0,6,25605.748046875,27386.5
neso_2025,REFERENCE,C0,81551,4345,0,0,7,25077.5234375,27284.0
neso_2025,REFERENCE,C0,81551,4345,0,0,8,24359.42578125,26248.0
neso_2025,REFERENCE,C0,81551,4345,0,0,9,23205.013671875,26392.5
neso_2025,REFERENCE,C0,81551,4345,0,0,10,22714.2734375,26686.5
neso_2025,REFERENCE,C0,81551,4345,0,0,11,22034.85546875,26795.0
neso_2025,REFERENCE,C0,81551,4345,0,0,12,21724.447265625,26777.0
neso_2025,REFERENCE,C0,81551,4345,0,0,13,22283.013671875,27027.0
neso_2025,REFERENCE,C0,81551,4345,0,0,14,24058.615234375,27727.0
neso_2025,REFERENCE,C0,81551,4345,0,0,15,26479.3984375,29012.0
neso_2025,REFERENCE,C0,81551,4345,0,0,16,27964.845703125,28706.0
neso_2025,REFERENCE,C0,81551,4345,0,0,17,28635.630859375,29190.5
neso_2025,REFERENCE,C0,81551,4345,0,0,18,28687.73828125,28919.0
neso_2025,REFERENCE,C0,81551,4345,0,0,19,27863.935546875,28583.5
neso_2025,REFERENCE,C0,81551,4345,0,0,20,26567.8828125,27305.5
neso_2025,REFERENCE,C0,81551,4345,0,0,21,24184.505859375,24803.0
neso_2025,REFERENCE,C0,81551,4345,0,0,22,22958.9375,23015.0
neso_2025,REFERENCE,C0,81551,4345,0,0,23,22200.244140625,22523.5
neso_2025,REFERENCE,C0,81551,4345,0,0,24,21534.9609375,22195.0
neso_2025,REFERENCE,C0,81551,4345,0,0,25,20436.109375,21576.5
neso_2025,REFERENCE,C0,81551,4345,0,0,26,19755.240234375,20820.5
neso_2025,REFERENCE,C0,81551,4345,0,0,27,19966.8046875,20889.0
neso_2025,REFERENCE,C0,81551,4345,0,0,28,22102.84375,23301.5
neso_2025,REFERENCE,C0,81551,4345,0,0,29,24951.556640625,26746.5
neso_2025,REFERENCE,C0,81551,4345,0,0,30,25397.7734375,28676.0
neso_2025,REFERENCE,C0,81551,4345,0,0,31,24783.47265625,28541.5
neso_2025,REFERENCE,C0,81551,4345,0,0,32,24063.166015625,27592.0
neso_2025,REFERENCE,C0,81551,4345,0,0,33,22923.86328125,26659.5
neso_2025,REFERENCE,C0,81551,4345,0,0,34,22493.740234375,25087.5
neso_2025,REFERENCE,C0,81551,4345,0,0,35,21865.126953125,22710.0
neso_2025,REFERENCE,C0,81551,4345,0,0,36,21555.4140625,21268.5
neso_2025,REFERENCE,C0,81551,4345,0,0,37,22050.2421875,19757.0
neso_2025,REFERENCE,C0,81551,4345,0,0,38,23775.20703125,20363.5
neso_2025,REFERENCE,C0,81551,4345,0,0,39,26301.068359375,22626.5
neso_2025,REFERENCE,C0,81551,4345,0,0,40,27767.759765625,24810.0
neso_2025,REFERENCE,C0,81551,4345,0,0,41,28446.19921875,26309.5
neso_2025,REFERENCE,C0,81551,4345,0,0,42,28479.87109375,27123.0
neso_2025,REFERENCE,C0,81551,4345,0,0,43,27713.333984375,26912.0
neso_2025,REFERENCE,C0,81551,4345,0,0,44,26343.546875,25561.0
neso_2025,REFERENCE,C0,81551,4345,0,0,45,23855.2109375,23015.0
neso_2025,REFERENCE,C0,81551,4345,0,0,46,22596.271484375,21678.5
neso_2025,REFERENCE,C0,81551,4345,0,0,47,21844.818359375,21171.0
neso_2025,REFERENCE,C0,81551,4345,0,0,48,21200.51171875,20712.0
neso_2025,REFERENCE,C0,81551,4345,0,0,49,20136.43359375,19543.5
neso_2025,REFERENCE,C0,81551,4345,0,0,50,19459.1171875,19056.5
neso_2025,REFERENCE,C0,81551,4345,0,0,51,19658.419921875,18848.0
neso_2025,REFERENCE,C0,81551,4345,0,0,52,21791.65234375,21594.0
neso_2025,REFERENCE,C0,81551,4345,0,0,53,24639.234375,23254.0
neso_2025,REFERENCE,C0,81551,4345,0,0,54,25085.4609375,23059.5
neso_2025,REFERENCE,C0,81551,4345,0,0,55,24457.283203125,21914.0
neso_2025,REFERENCE,C0,81551,4345,0,0,56,23643.638671875,20627.5
neso_2025,REFERENCE,C0,81551,4345,0,0,57,22434.01953125,20616.0
neso_2025,REFERENCE,C0,81551,4345,0,0,58,22012.509765625,20895.5
neso_2025,REFERENCE,C0,81551,4345,0,0,59,21366.833984375,20103.5
neso_2025,REFERENCE,C0,81551,4345,0,0,60,21051.58203125,20320.5
neso_2025,REFERENCE,C0,81551,4345,0,0,61,21602.662109375,20600.5
neso_2025,REFERENCE,C0,81551,4345,0,0,62,23427.658203125,22150.0
neso_2025,REFERENCE,C0,81551,4345,0,0,63,25960.078125,24343.0
neso_2025,REFERENCE,C2,81551,4345,0,0,0,22134.166015625,22403.0
neso_2025,REFERENCE,C2,81551,4345,0,0,1,21034.234375,21503.5
neso_2025,REFERENCE,C2,81551,4345,0,0,2,20153.720703125,21265.5
neso_2025,REFERENCE,C2,81551,4345,0,0,3,20330.6015625,20806.5
neso_2025,REFERENCE,C2,81551,4345,0,0,4,22393.806640625,23018.0
neso_2025,REFERENCE,C2,81551,4345,0,0,5,25269.046875,26431.0
neso_2025,REFERENCE,C2,81551,4345,0,0,6,25625.66796875,27386.5
neso_2025,REFERENCE,C2,81551,4345,0,0,7,25180.72265625,27284.0
neso_2025,REFERENCE,C2,81551,4345,0,0,8,24337.44921875,26248.0
neso_2025,REFERENCE,C2,81551,4345,0,0,9,23206.759765625,26392.5
neso_2025,REFERENCE,C2,81551,4345,0,0,10,22692.763671875,26686.5
neso_2025,REFERENCE,C2,81551,4345,0,0,11,22017.837890625,26795.0
neso_2025,REFERENCE,C2,81551,4345,0,0,12,21686.74609375,26777.0
neso_2025,REFERENCE,C2,81551,4345,0,0,13,22280.662109375,27027.0
neso_2025,REFERENCE,C2,81551,4345,0,0,14,24056.17578125,27727.0
neso_2025,REFERENCE,C2,81551,4345,0,0,15,26473.994140625,29012.0
neso_2025,REFERENCE,C2,81551,4345,0,0,16,27875.787109375,28706.0
neso_2025,REFERENCE,C2,81551,4345,0,0,17,28594.958984375,29190.5
neso_2025,REFERENCE,C2,81551,4345,0,0,18,28685.17578125,28919.0
neso_2025,REFERENCE,C2,81551,4345,0,0,19,27876.20703125,28583.5
neso_2025,REFERENCE,C2,81551,4345,0,0,20,26542.806640625,27305.5
neso_2025,REFERENCE,C2,81551,4345,0,0,21,24225.91015625,24803.0
neso_2025,REFERENCE,C2,81551,4345,0,0,22,22944.078125,23015.0
neso_2025,REFERENCE,C2,81551,4345,0,0,23,22165.8359375,22523.5
neso_2025,REFERENCE,C2,81551,4345,0,0,24,21441.71484375,22195.0
neso_2025,REFERENCE,C2,81551,4345,0,0,25,20402.0234375,21576.5
neso_2025,REFERENCE,C2,81551,4345,0,0,26,19645.580078125,20820.5
neso_2025,REFERENCE,C2,81551,4345,0,0,27,19896.392578125,20889.0
neso_2025,REFERENCE,C2,81551,4345,0,0,28,22021.630859375,23301.5
neso_2025,REFERENCE,C2,81551,4345,0,0,29,24987.72265625,26746.5
neso_2025,REFERENCE,C2,81551,4345,0,0,30,25385.546875,28676.0
neso_2025,REFERENCE,C2,81551,4345,0,0,31,24847.267578125,28541.5
