building_id,physical_group,meter_ids,hash,eligible,reason,observed_hours,archive_finite_hours,timezone,block_start,block_end_exclusive
Panther_lodging_Jana,kaggle:34,Panther_lodging_Jana,33b2642c713807fe55b55e714c902dfa69c173eaf6039b2491ed3634832273d0,True,ELIGIBLE,8750,8760,US/Eastern,2017-06-21 00:00:00,2017-10-19 00:00:00
Bear_parking_Bruce,kaggle:651,Bear_parking_Bruce,33b2b03c6fb04f420333fe491512f38c8147cbb36fd3f004291dd1d5fbfbf6c3,False,NO_120D_OBSERVED_BLOCK,17412,17544,US/Pacific,,
Rat_education_Cinthia,kaggle:363,Rat_education_Cinthia,342760b0e0aa582b949bdac6279d177864e4f06dce353c4eb5505fd469165f07,True,ELIGIBLE,8782,8784,US/Eastern,2016-03-14 00:00:00,2016-07-12 00:00:00
Panther_office_Otto,kaggle:53,Panther_office_Otto,344ea1d8011d8cfa06790f6a94a8115bc822dfaab57591b3866c0e6b4329480d,True,ELIGIBLE,8731,8760,US/Eastern,2017-06-21 00:00:00,2017-10-19 00:00:00
Bear_assembly_Harry,kaggle:591,Bear_assembly_Harry,350ac784dada17bd39574ca772870b273d993c1e3e638e4613d77aa2527f0a70,True,ELIGIBLE,8679,8760,US/Pacific,2017-04-23 00:00:00,2017-08-21 00:00:00
Rat_assembly_Donny,kaggle:476,Rat_assembly_Donny,3643acdc0c5a03d2693342b4b5642a05e067195c865ea0cdfd315a4a693ee4ee,False,NO_120D_OBSERVED_BLOCK,17210,17544,US/Eastern,,
Rat_public_Laura,kaggle:514,Rat_public_Laura,378aae2cd39aa188fd34c1e472685e2d559ab43ed23b29b76ec3ebc08024dc04,True,ELIGIBLE,17365,17544,US/Eastern,2016-11-07 00:00:00,2017-03-07 00:00:00
Panther_lodging_Dianna,kaggle:100,Panther_lodging_Dianna,37b4b3384ddd35616883d8e2d126118c47f3ab3b82bb55d37d280c7564717dd6,True,ELIGIBLE,8748,8760,US/Eastern,2017-06-21 00:00:00,2017-10-19 00:00:00
Fox_public_Bart,kaggle:237,Fox_public_Bart,382b4dbf5a90149d894c29a7a6ee68602168dac31294361e20b6967a8064a9f3,True,ELIGIBLE,17540,17544,US/Mountain,2016-05-24 00:00:00,2016-09-21 00:00:00
Rat_public_Toya,kaggle:396,Rat_public_Toya,387dc299c61afb3146838f3995d97a00b84a0b28b33b2d414dbd272ac9971521,True,ELIGIBLE,17420,17544,US/Eastern,2016-03-14 00:00:00,2016-07-12 00:00:00
Bear_education_Austin,kaggle:588,Bear_education_Austin,3903f671146522adb0f49ee622a84e0930081f8d8f7091ed09e616d2f27a1119,True,ELIGIBLE,17505,17544,US/Pacific,2016-03-14 00:00:00,2016-07-12 00:00:00
Rat_public_Darren,kaggle:402,Rat_public_Darren,3974c8f2beb0fe26f3406525be7f1ef909d6a5fbe947986dba6396021c585258,True,ELIGIBLE,17427,17544,US/Eastern,2016-03-14 00:00:00,2016-07-12 00:00:00
Panther_office_Lois,kaggle:38,Panther_office_Lois,399052ef93a9939ade0450283a7a6c2a44cb3203dc291377c93c98135b29d485,True,ELIGIBLE,8749,8760,US/Eastern,2017-06-21 00:00:00,2017-10-19 00:00:00
Rat_education_Susana,bdg:Rat_education_Susana,Rat_education_Susana,3a8c32ad60195e99475ae8b913cddfcd24a98db769dd3075eac9c708b102f062,True,ELIGIBLE,8340,8784,US/Eastern,2016-03-14 00:00:00,2016-07-12 00:00:00
Bear_education_Chana,kaggle:628,Bear_education_Chana,3aa8d77be920b90042aa09c2eac84a4c1aaaa9fbb4a9315212de49dd3ad5d5ef,True,ELIGIBLE,17505,17544,US/Pacific,2016-03-14 00:00:00,2016-07-12 00:00:00
Bear_education_Deena,kaggle:596,Bear_education_Deena,3ad58c0dfd4bc4ad6edd4f18032afb882237c4a19409d1b1336f292abd73c122,True,ELIGIBLE,16969,17544,US/Pacific,2016-03-14 00:00:00,2016-07-12 00:00:00
Fox_education_Andre,kaggle:168,Fox_education_Andre,3b0c8e9a9ba200f502ef362bc3ad748a168b42aaa208e99606887d8ce9de4a51,True,ELIGIBLE,17543,17544,US/Mountain,2016-03-24 00:00:00,2016-07-22 00:00:00
Fox_education_Miguelina,kaggle:185,Fox_education_Miguelina,3b83377643214de722e8171d9501ee96030496a25ebc7ae3725d0fecba7d22a6,True,ELIGIBLE,17529,17544,US/Mountain,2016-05-24 00:00:00,2016-09-21 00:00:00
Panther_lodging_Awilda,kaggle:27,Panther_lodging_Awilda,3bd73902793a5569c9965e67a9587ef60efa21f60b0f38b748fcb610a1f9fd6d,True,ELIGIBLE,8748,8760,US/Eastern,2017-06-21 00:00:00,2017-10-19 00:00:00
Rat_public_Laverne,kaggle:429,Rat_public_Laverne,3bfeca265d364b7171916dd147ef8258c55985714b2a9cbcffe467b1c978ef28,True,ELIGIBLE,17494,17544,US/Eastern,2016-03-14 00:00:00,2016-07-12 00:00:00
Rat_education_Dreama,kaggle:320,Rat_education_Dreama,3c5b91690103a021b92f36c3f19270d37595a79ef45831d48a5b7f39b4d41056,True,ELIGIBLE,17150,17544,US/Eastern,2016-03-14 00:00:00,2016-07-12 00:00:00
Rat_warehouse_Breanna,kaggle:505,Rat_warehouse_Breanna,3cb9a7fff8138abfd451cb1fa31f1de1ab2920b20025b8009ff83fb043ce4bac,True,ELIGIBLE,17468,17544,US/Eastern,2016-03-14 00:00:00,2016-07-12 00:00:00
Rat_assembly_Viola,kaggle:414,Rat_assembly_Viola,3ccfa4d9ae0afab8684f8eacb54a65964d4cc7420e36950c960ed87234d94a40,True,ELIGIBLE,17514,17544,US/Eastern,2016-11-07 00:00:00,2017-03-07 00:00:00
Bear_education_Clint,kaggle:632,Bear_education_Clint,3d34ef9bfbc8d382a00475a6aaf7042e0b50d3bd4f4924eb9616e4c1130c38cb,True,ELIGIBLE,17497,17544,US/Pacific,2016-03-14 00:00:00,2016-07-12 00:00:00
Panther_assembly_Gwyneth,kaggle:88,Panther_assembly_Gwyneth,3e0c10e3ec1b4f1dd2ab70b5fcd4a23b8ae5103f2db0b40c7c07902024b0eea6,True,ELIGIBLE,8750,8760,US/Eastern,2017-06-21 00:00:00,2017-10-19 00:00:00
Fox_office_Karima,kaggle:290,Fox_office_Karima,3e51c6e1d97151b7ce2b527a382a0770fa760a042a30b42e49866e3c94ae6978,True,ELIGIBLE,17542,17544,US/Mountain,2016-03-24 00:00:00,2016-07-22 00:00:00
Rat_lodging_Marion,kaggle:533,Rat_lodging_Marion,3e8810e18b503a712ec1ed8161363f12ba5e48acb850002593ab31ed0a69b7e4,True,ELIGIBLE,17436,17544,US/Eastern,2016-05-25 00:00:00,2016-09-22 00:00:00
Bear_education_Danna,kaggle:580,Bear_education_Danna,3ec114e5f622a77d345ba5313e7b34b41dcc696f3fa26c74c43243355535ce88,True,ELIGIBLE,17541,17544,US/Pacific,2016-03-14 00:00:00,2016-07-12 00:00:00
Rat_assembly_Karen,bdg:Rat_assembly_Karen,Rat_assembly_Karen,3f2e817440ba87af5a2233ce6106d0e3f7c1908a1b804ccfa92244eb57f83b76,False,NO_120D_OBSERVED_BLOCK,8153,8784,US/Eastern,,
Rat_public_Clyde,kaggle:321,Rat_public_Clyde,3fbb123cc0f104feb069d4fc2c1046c905df7d857e2ef3d5b4531d3d51fddf63,True,ELIGIBLE,17471,17544,US/Eastern,2016-03-14 00:00:00,2016-07-12 00:00:00
Rat_public_Caroline,kaggle:467,Rat_public_Caroline,3fe0a96da36b089186beb61686c573917c269312351450a9069d3f30c833588b,True,ELIGIBLE,17515,17544,US/Eastern,2016-03-14 00:00:00,2016-07-12 00:00:00
Fox_assembly_Terrell,kaggle:241,Fox_assembly_Terrell,4059df5606ff33679ddba4dce9c4feb2b3ea7534a073b85871d37f2b06948d6f,True,ELIGIBLE,17415,17544,US/Mountain,2016-07-14 00:00:00,2016-11-11 00:00:00
Rat_education_Jesse,kaggle:415,Rat_education_Jesse,4122d3d8e0c97cde2c1fcf5ea91b3950f951f437904389853ac9870bbab82b5e,True,ELIGIBLE,17516,17544,US/Eastern,2016-03-14 00:00:00,2016-07-12 00:00:00
Panther_assembly_Denice,kaggle:10,Panther_assembly_Denice,4123532629898f89ac187ad4bc2ad66a5c2db4bebaa93cd5b22dd5acf280ab95,True,ELIGIBLE,8749,8760,US/Eastern,2017-06-21 00:00:00,2017-10-19 00:00:00
Fox_office_Edythe,kaggle:264,Fox_office_Edythe,4290bd84ee38430a490016b4418e0d863874955a092081992343efc3185a4b29,True,ELIGIBLE,17542,17544,US/Mountain,2016-03-24 00:00:00,2016-07-22 00:00:00
Rat_education_Meghan,kaggle:372,Rat_education_Meghan,433e53c433e7a2c2e79b82d3f86209d849237b3b842990714dc7ec12696aa1ed,True,ELIGIBLE,17515,17544,US/Eastern,2016-06-05 00:00:00,2016-10-03 00:00:00
Rat_education_Eleonora,bdg:Rat_education_Eleonora,Rat_education_Eleonora,449cf05b4f6f5106ed1530e5e41578eb8e12f27ef88d04db2b336b18553d8a3b,True,ELIGIBLE,8181,8784,US/Eastern,2016-03-14 00:00:00,2016-07-12 00:00:00
Panther_lodging_Kaitlin,kaggle:65,Panther_lodging_Kaitlin,44b757e16beb9ba5d8e0a44acbda7cd35d1cc81e902b06feddcd5211a14908a0,True,ELIGIBLE,8748,8760,US/Eastern,2017-06-21 00:00:00,2017-10-19 00:00:00
Fox_education_Charles,kaggle:159,Fox_education_Charles,455a2a987f53c5bb7bfadac0c1320ae5a1e4aebbd7bf83b029dbfd2a0c0789ea,True,ELIGIBLE,17523,17544,US/Mountain,2016-09-09 00:00:00,2017-01-07 00:00:00
Fox_public_Rhonda,kaggle:197,Fox_public_Rhonda,45a023df0385440420a3fca426580c46aafa46c9d44f4102f2b9b23de74d861d,True,ELIGIBLE,17537,17544,US/Mountain,2016-05-24 00:00:00,2016-09-21 00:00:00
Fox_food_Francesco,kaggle:179,Fox_food_Francesco,45b79f013907f9b20b6243037e53c83196bd8edfc8836b50ae2f1942c1d08e12,True,ELIGIBLE,17539,17544,US/Mountain,2016-05-24 00:00:00,2016-09-21 00:00:00
Rat_education_Jena,kaggle:445,Rat_education_Jena,4640c5b1654769f980670e09ab86b783b17431178916c34bed6f2f17b88d56d9,True,ELIGIBLE,17468,17544,US/Eastern,2016-03-14 00:00:00,2016-07-12 00:00:00
Fox_education_Maris,kaggle:180,Fox_education_Maris,46626e57afdd5c59af4caa4cf206f6af66073af849b8d5b01184bd150b19e1ea,False,EPISODE_HISTORY_STD_OR_COVERAGE,8759,8760,US/Mountain,2017-01-01 00:00:00,2017-05-01 00:00:00
Rat_assembly_Aisha,kaggle:338,Rat_assembly_Aisha,46ab12b6cd22ab4a667e087223db289959a2d525061d5ea85e9ddb4dd92a66bf,True,ELIGIBLE,17440,17544,US/Eastern,2016-03-14 00:00:00,2016-07-12 00:00:00
Rat_warehouse_Eloisa,kaggle:425,Rat_warehouse_Eloisa,46c3b174cce3a1413631392f3133bc615b50b627622b466c699208557334666c,True,ELIGIBLE,17516,17544,US/Eastern,2016-03-14 00:00:00,2016-07-12 00:00:00
Rat_public_Amber,kaggle:362,Rat_public_Amber,47c9e858aac36a9a34edc5e000b12a5a12540dcf9187c08cfb99f495191d0536,True,ELIGIBLE,17492,17544,US/Eastern,2016-03-14 00:00:00,2016-07-12 00:00:00
Fox_religion_Maurice,kaggle:186,Fox_religion_Maurice,4832684fdf82b37c9ee4935d9f07398267d79a49825ea95a21f72cc1cd45a543,True,ELIGIBLE,16456,17544,US/Mountain,2017-05-23 00:00:00,2017-09-20 00:00:00
Rat_public_Kimber,kaggle:432,Rat_public_Kimber,48b2db1f6423b4f01f0eaaa2725dd9d872b08a73cb96470ad3b2ef88666f8544,True,ELIGIBLE,17540,17544,US/Eastern,2016-03-14 00:00:00,2016-07-12 00:00:00
Fox_education_Shawanda,kaggle:230,Fox_education_Shawanda,49397825128761fb83f7c41a1c6069726fda606cabc5113ef44f78946f11e225,True,ELIGIBLE,17539,17544,US/Mountain,2016-05-24 00:00:00,2016-09-21 00:00:00
Bear_utility_Sidney,kaggle:606,Bear_utility_Sidney,4966ea549a2f08d4b15f812bc75f5351220cb860ebacf883d3ee841759ec45bf,True,ELIGIBLE,17471,17544,US/Pacific,2016-04-16 00:00:00,2016-08-14 00:00:00
Fox_education_Louie,kaggle:234,Fox_education_Louie,49c2f2b2b48e7f59db184a64f71188f7812de58a69912435feef13f4ac32d651,True,ELIGIBLE,17540,17544,US/Mountain,2016-05-24 00:00:00,2016-09-21 00:00:00
Fox_parking_Tommie,kaggle:199,Fox_parking_Tommie,4a05143533af1e31d0b518456af9b73313c53538ab0b9de302aa29072d857005,True,ELIGIBLE,17533,17544,US/Mountain,2016-08-28 00:00:00,2016-12-26 00:00:00
Rat_public_Lynda,kaggle:308,Rat_public_Lynda,4a5c5e1d96c0b7da36b85138ac5c3f1a2131166d8eabe86ba5c0035dba74de12,True,ELIGIBLE,17491,17544,US/Eastern,2016-05-30 00:00:00,2016-09-27 00:00:00
Bear_public_Rayna,kaggle:586,Bear_public_Rayna,4ae3c20bb16843cd76b170caf8b1a930ccb573bc2630f79e72ddd145df6cf751,True,ELIGIBLE,17542,17544,US/Pacific,2016-03-14 00:00:00,2016-07-12 00:00:00
Rat_education_Calvin,kaggle:302,Rat_education_Calvin,4b7d0b81df485bafa0cbe5dc40b921589278789d70f3f57c9b919babed4c562a,True,ELIGIBLE,17501,17544,US/Eastern,2016-11-07 00:00:00,2017-03-07 00:00:00
Rat_education_Fernando,kaggle:351,Rat_education_Fernando,4b9abba4fe32b77f7bb6fb2f93ff49edc00511edfa8720499afb5d7c256dd7e5,True,ELIGIBLE,17467,17544,US/Eastern,2016-05-25 00:00:00,2016-09-22 00:00:00
Rat_education_Marianna,kaggle:515,Rat_education_Marianna,4c3dcf85c0c4d7a6580473a35db1ae9ed3224ab7c6240c3f1da664044950dda7,True,ELIGIBLE,17420,17544,US/Eastern,2016-05-25 00:00:00,2016-09-22 00:00:00
Bear_education_Herman,kaggle:634,Bear_education_Herman,4c7fab48bf015a38f857e9b451f85f24b223a89f0f646bc824f8e0f013ba4679,True,ELIGIBLE,17505,17544,US/Pacific,2016-03-14 00:00:00,2016-07-12 00:00:00
Fox_parking_Felipa,kaggle:243,Fox_parking_Felipa,4dbd0927c8843b7f73edaa42be0dbb3b5f1a54446ed4e971e076d093053bd484,True,ELIGIBLE,17491,17544,US/Mountain,2016-08-16 00:00:00,2016-12-14 00:00:00
Panther_office_Clementine,kaggle:93,Panther_office_Clementine,4e1a3f354d818382110795494cae8a5a49d940a8b70c139bf2b0827e6abd8a0d,True,ELIGIBLE,8750,8760,US/Eastern,2017-06-21 00:00:00,2017-10-19 00:00:00
Rat_public_Sue,kaggle:557,Rat_public_Sue,4e23e3427a4c2bf7278045bc96f20dda70178ab9741ab34fd4d9c4ab2890decb,True,ELIGIBLE,17490,17544,US/Eastern,2016-06-19 00:00:00,2016-10-17 00:00:00
Rat_public_Leo,kaggle:319,Rat_public_Leo,4e3b1c31993ce363f1a56adf2c2b03adafcf762abe086fbf2c7c6a824b8ec67c,True,ELIGIBLE,17503,17544,US/Eastern,2016-03-21 00:00:00,2016-07-19 00:00:00
Rat_other_Lan,kaggle:503,Rat_other_Lan,4ea91def586df7550ab4d24d4351d4adccd4b0c7410b8ba3857460b39b999a29,True,ELIGIBLE,17308,17544,US/Eastern,2016-03-14 00:00:00,2016-07-12 00:00:00
Rat_education_Everett,kaggle:486,Rat_education_Everett,4eaeaf228169127261f5d19cc2766cc42e8df28e56a3eb531e0955264a31e4c1,True,ELIGIBLE,17489,17544,US/Eastern,2016-11-07 00:00:00,2017-03-07 00:00:00
Rat_assembly_Kelley,kaggle:534,Rat_assembly_Kelley,4eb566e1d0378c9988b9c0f63d61b4ca1903ac86d886e102679a7213fa184495,False,NO_120D_OBSERVED_BLOCK,17389,17544,US/Eastern,,
Fox_education_John,kaggle:279,Fox_education_John,4ee162f4eef35515b1803c7d912a0a65cbcefc7c46256ffd71367ddcb21cd1da,True,ELIGIBLE,17223,17544,US/Mountain,2016-03-24 00:00:00,2016-07-22 00:00:00
Fox_warehouse_Lorretta,kaggle:165,Fox_warehouse_Lorretta,4ef33d73717f5d25161c61402bdf27b951e56eaf7152e8e5d6d383c61e2eb855,False,NO_120D_OBSERVED_BLOCK,16790,17544,US/Mountain,,
Bear_education_Shelley,bdg:Bear_education_Shelley,Bear_education_Shelley,4fee59bdf78c38a5b8dcd351c2274fba820ad04b7c89e3800bb9f249dcfb92a2,True,ELIGIBLE,17542,17544,US/Pacific,2016-03-14 00:00:00,2016-07-12 00:00:00
Fox_office_Gaylord,kaggle:278,Fox_office_Gaylord,4fee84dfa4cd9e3d11357bae91bdc244b5a193e9743c198814f30fe1299adea4,True,ELIGIBLE,17292,17544,US/Mountain,2016-04-27 00:00:00,2016-08-25 00:00:00
Fox_education_Eddy,kaggle:229,Fox_education_Eddy,5004c98065b051ae944e4cbbff1e3a2bff478de1a0f6589dfe26c0129a7d69d8,True,ELIGIBLE,17541,17544,US/Mountain,2016-05-24 00:00:00,2016-09-21 00:00:00
Rat_education_Marcos,kaggle:332,Rat_education_Marcos,513f0c2f16e52fdf145ae9b3a4c596d9f81f377e13fddc07163069852745adbc,True,ELIGIBLE,17292,17544,US/Eastern,2016-11-07 00:00:00,2017-03-07 00:00:00
Fox_education_Stacia,kaggle:231,Fox_education_Stacia,51e4b5dfeef43d4536c0637a4dc9455752450df89e095487ab446d18d0b74470,True,ELIGIBLE,17342,17544,US/Mountain,2016-07-06 00:00:00,2016-11-03 00:00:00
Panther_lodging_Edmond,kaggle:64,Panther_lodging_Edmond,52f8d6bed4131e68bccb91d3a3b2a01ac645ba9da2abc385dc36c76a07021b45,True,ELIGIBLE,8749,8760,US/Eastern,2017-06-21 00:00:00,2017-10-19 00:00:00
Rat_public_Yessenia,kaggle:485,Rat_public_Yessenia,533de46365209d86382dd6a420fb4507c29ff1542becd5b2a4af6bb1d428d713,True,ELIGIBLE,17492,17544,US/Eastern,2016-03-14 00:00:00,2016-07-12 00:00:00
Rat_public_Roma,kaggle:447,Rat_public_Roma,535695a721a1da475e067831b5cd3ee45bfc77802d3f63c14f92baba811d8ce0,True,ELIGIBLE,17490,17544,US/Eastern,2016-03-14 00:00:00,2016-07-12 00:00:00
Fox_education_Leota,kaggle:183,Fox_education_Leota,541c18cab8141302987375faba15a4f28ea7756a6a6732ac434556875f58296b,True,ELIGIBLE,17536,17544,US/Mountain,2016-05-24 00:00:00,2016-09-21 00:00:00
Rat_public_Berry,kaggle:479,Rat_public_Berry,5421d99f5c260ac2081f50455f2fca9aea816295e761cf1572742b3fce33d423,True,ELIGIBLE,17492,17544,US/Eastern,2016-03-14 00:00:00,2016-07-12 00:00:00
Rat_assembly_Kaitlyn,kaggle:554,Rat_assembly_Kaitlyn,549a72ba843f000d6f0e0e69d45b18789626067fa64617517b628075ef6949bd,True,ELIGIBLE,17468,17544,US/Eastern,2016-03-14 00:00:00,2016-07-12 00:00:00
Panther_education_Jerome,kaggle:76,Panther_education_Jerome,55130c4abdce093d7826af8ad75c6dce95426954de786aa384798a5e797ee111,True,ELIGIBLE,8750,8760,US/Eastern,2017-06-21 00:00:00,2017-10-19 00:00:00
Rat_education_Denise,bdg:Rat_education_Denise,Rat_education_Denise,556b0f5e85c5b766a00f8ddcb14f2b69da206b765c9e1ad1b5c213037074019b,True,ELIGIBLE,8158,8784,US/Eastern,2016-03-14 00:00:00,2016-07-12 00:00:00
Rat_parking_Ronnie,kaggle:431,Rat_parking_Ronnie,56f8d5f5808e6caa2237bf53bfbc15bad1dbc82216e965829c0a08019b024842,True,ELIGIBLE,17485,17544,US/Eastern,2016-03-14 00:00:00,2016-07-12 00:00:00
Rat_health_Shane,kaggle:556,Rat_health_Shane,57cd9dd17040be38321c84604774552706ec7e870e3f72731ada2f16e79d42f2,True,ELIGIBLE,17317,17544,US/Eastern,2016-03-14 00:00:00,2016-07-12 00:00:00
Rat_education_Renee,kaggle:322,Rat_education_Renee,581884fe87ea99a368ec42c22075267286eeef56783e0b704c71963ccc63470c,True,ELIGIBLE,17492,17544,US/Eastern,2016-03-14 00:00:00,2016-07-12 00:00:00
Fox_education_Claude,kaggle:209,Fox_education_Claude,587b8295e1ad1fc11abef261fb33b0a221c0b5268158b640bfa8ddad763c056f,True,ELIGIBLE,17517,17544,US/Mountain,2016-07-31 00:00:00,2016-11-28 00:00:00
Panther_other_Tyrone,kaggle:48,Panther_other_Tyrone,58d041c007ca4e88714308631821af7003330b686b80b46ebc4732f879d3aaa2,True,ELIGIBLE,8748,8760,US/Eastern,2017-06-21 00:00:00,2017-10-19 00:00:00
Rat_public_Elmira,kaggle:528,Rat_public_Elmira,5965872ecdd432b60c6282a29b723bdfea9d6f9a7d653171b7d6ca5e1be9c20a,True,ELIGIBLE,8734,8760,US/Eastern,2017-06-28 00:00:00,2017-10-26 00:00:00
Bear_education_Irene,kaggle:599,Bear_education_Irene,59b6f1d04e318a4a2ecbdf2f368366bc4ffedf5f015e430d149d2376e8152bfe,True,ELIGIBLE,17505,17544,US/Pacific,2016-03-14 00:00:00,2016-07-12 00:00:00
Panther_lodging_Gale,kaggle:90,Panther_lodging_Gale,59c5285106969c69b0ab5e94e504650e797b7d2176d1226b10cfccd7f0cbb7c3,True,ELIGIBLE,8749,8760,US/Eastern,2017-06-21 00:00:00,2017-10-19 00:00:00
Panther_assembly_Carrol,kaggle:87,Panther_assembly_Carrol,59dbd04e2473245ac22e52673ee30cd2650869f19195810e791241390401d055,True,ELIGIBLE,8749,8760,US/Eastern,2017-06-21 00:00:00,2017-10-19 00:00:00
Rat_public_Corinne,kaggle:453,Rat_public_Corinne,59fc83e2639f8c55ff005107001b214c3e1ddcffc699953a3a6e717f92d2bcb5,True,ELIGIBLE,17492,17544,US/Eastern,2016-03-14 00:00:00,2016-07-12 00:00:00
Bear_education_Merrill,kaggle:607,Bear_education_Merrill,59fc9e34f87c468ecbe2793273460d874d0cc36abc1e8672dd8ebb86535985aa,False,NO_120D_OBSERVED_BLOCK,8631,8760,US/Pacific,,
Bear_education_Chad,kaggle:653,Bear_education_Chad,5ac3de44966e86fb1bd9ede599603f07c3a7db3d02f134f359f3706f92db016b,True,ELIGIBLE,17519,17544,US/Pacific,2016-05-27 00:00:00,2016-09-24 00:00:00
Rat_public_Roberta,kaggle:307,Rat_public_Roberta,5b2958f406638a3cc0a78bed6294ad3d6c2e36c142345cd9140096e94271dd2a,True,ELIGIBLE,17468,17544,US/Eastern,2016-03-14 00:00:00,2016-07-12 00:00:00
Bear_education_Sandy,kaggle:582,Bear_education_Sandy,5b384be3963ca4b0d8856ea54afded95298831d11e892f7fcdefaa7ffbc8b463,True,ELIGIBLE,17406,17544,US/Pacific,2016-04-23 00:00:00,2016-08-21 00:00:00
Rat_education_Verna,kaggle:491,Rat_education_Verna,5b9a6ab946fb76039ff00badd81c0d9d433b94b7b93a399822095513802d18b1,True,ELIGIBLE,17441,17544,US/Eastern,2016-03-14 00:00:00,2016-07-12 00:00:00
Rat_education_Vicky,kaggle:492,Rat_education_Vicky,5bb4f9edb4dfb43817af54127cca9921728143582b9ca2754f9bb3ad6591bbf7,False,NO_120D_OBSERVED_BLOCK,16854,17544,US/Eastern,,
Panther_education_Aurora,kaggle:14,Panther_education_Aurora,5bb7693ebd7f65d023cb7a1d15a1a7ee3ce5e348cd0d56685cccfde8cc80dcba,True,ELIGIBLE,8750,8760,US/Eastern,2017-06-21 00:00:00,2017-10-19 00:00:00
Rat_education_Carmela,kaggle:382,Rat_education_Carmela,5c4529492d91e40872bced9f7344ae185beab57a92381dfdfccb3b801bdc12e6,True,ELIGIBLE,17467,17544,US/Eastern,2016-11-07 00:00:00,2017-03-07 00:00:00
Panther_lodging_Else,kaggle:85,Panther_lodging_Else,5c7b54777a9b039ffa9f28b63edd0534bcdf4c9ac879530a7ca53668595ff895,True,ELIGIBLE,8750,8760,US/Eastern,2017-06-21 00:00:00,2017-10-19 00:00:00
Panther_office_Taryn,kaggle:39,Panther_office_Taryn,5d2404466387f0e1cedc0319813bd9cf061206c5d7747fbcb78cdfe6dd13e28e,True,ELIGIBLE,8749,8760,US/Eastern,2017-06-21 00:00:00,2017-10-19 00:00:00
Rat_public_Johnny,kaggle:526,Rat_public_Johnny,5d331aacf053747af602e7dc16174f41596689bbf072bf84b5496df2b24533f5,True,ELIGIBLE,17492,17544,US/Eastern,2016-03-14 00:00:00,2016-07-12 00:00:00
Rat_public_Courtney,kaggle:460,Rat_public_Courtney,5d82b737424b7404229d1f477d8c017bcb4dd0723e9174f9862a2faece99a111,True,ELIGIBLE,17467,17544,US/Eastern,2016-03-14 00:00:00,2016-07-12 00:00:00
Rat_public_Wilma,kaggle:496,Rat_public_Wilma,5d9bf78075d26d8616e8c02c106a5aa1647b68814d6a6675a02a4cf9c78d0582,True,ELIGIBLE,17491,17544,US/Eastern,2016-03-14 00:00:00,2016-07-12 00:00:00
Rat_assembly_Gerald,kaggle:312,Rat_assembly_Gerald,5dd3e01b4dd5d9f5c111b1d5d3240013b036f082b319e19240e6a218e460f2d8,False,NO_120D_OBSERVED_BLOCK,8681,8784,US/Eastern,,
Rat_education_Davis,kaggle:391,Rat_education_Davis,5e8447e50d20c6c7d01992a6fbcc6d049f4a9bd600dd5149673f044c36100839,True,ELIGIBLE,17421,17544,US/Eastern,2016-05-25 00:00:00,2016-09-22 00:00:00
Rat_education_Colin,kaggle:295,Rat_education_Colin,5ee0cc235f8a7294b1ce59f5d4b3c4526226ba4bfd44b0e32d8679cc0aee752f,True,ELIGIBLE,17468,17544,US/Eastern,2016-03-14 00:00:00,2016-07-12 00:00:00
Panther_education_Zelda,kaggle:75,Panther_education_Zelda,5f78cec70b711cde97d58138d52007a10b5aaabeae9794120616fb4d23c40549,True,ELIGIBLE,8748,8760,US/Eastern,2017-06-21 00:00:00,2017-10-19 00:00:00
Rat_warehouse_Doretta,kaggle:504,Rat_warehouse_Doretta,60075b10e92d38c25e50494ea9657d0901e154eb37ea0824eadaa58f98510345,True,ELIGIBLE,17517,17544,US/Eastern,2016-03-14 00:00:00,2016-07-12 00:00:00
Bear_lodging_Evan,kaggle:614,Bear_lodging_Evan,600b5909f031ce9598a90ede3774e9e2cfe72ec4c016673b35e05ff2b9680387,True,ELIGIBLE,17505,17544,US/Pacific,2016-03-14 00:00:00,2016-07-12 00:00:00
Rat_lodging_Lorenzo,kaggle:541,Rat_lodging_Lorenzo,6018291c5f9e20e5f48959b019470265886c5f8a28e4093f4d4166d9ec0b8802,False,NO_120D_OBSERVED_BLOCK,17368,17544,US/Eastern,,
Panther_office_Valarie,kaggle:17,Panther_office_Valarie,60512b04b6b8d09c6ccb716e7a2664d4b65d13e1e50752fd1071a36576018005,True,ELIGIBLE,8748,8760,US/Eastern,2017-06-21 00:00:00,2017-10-19 00:00:00
Rat_public_Alanna,kaggle:519,Rat_public_Alanna,6093f75144a77d0adee205dfce6c8eb5b8cff1677ed57e693a40a178b569c33d,True,ELIGIBLE,17303,17544,US/Eastern,2016-05-02 00:00:00,2016-08-30 00:00:00
Panther_parking_Stanley,kaggle:71,Panther_parking_Stanley,612469c79b693f5e2a3fad99f597836b4b3e5a8332b884cb8990e4a5f37285f2,True,ELIGIBLE,8748,8760,US/Eastern,2017-06-21 00:00:00,2017-10-19 00:00:00
Rat_education_Barney,kaggle:354,Rat_education_Barney,6213dbef908b5192cef1d28cdb352f9e01f56b3ce27c0ab3b548fddcae04aaf6,True,ELIGIBLE,17418,17544,US/Eastern,2016-03-14 00:00:00,2016-07-12 00:00:00
