signal,time,observed,fixed_tau_fit,residual_observed_minus_fit
reaTZon_y,1902230.0,294.6730405796366,294.66559638063393,0.007444199002691221
reaTZon_y,1902240.0,294.67375240845416,294.6658194135168,0.007932994937391413
reaTZon_y,1902250.0,294.6744719567308,294.6660417041944,0.008430252536413718
reaTZon_y,1902260.0,294.6751991849346,294.66626325513664,0.008935929797985409
reaTZon_y,1902270.0,294.67593405319394,294.66648406880523,0.009449984388709254
reaTZon_y,1902280.0,294.67667652131655,294.66670414765366,0.009972373662890277
reaTZon_y,1902290.0,294.6774265488074,294.6669234941272,0.01050305468015722
reaTZon_y,1902300.0,294.6781840948863,294.6671421106631,0.011041984223197687
reaPHeaPum_y,1901110.0,3289.7673711317975,3306.256148478677,-16.488777346879488
reaPHeaPum_y,1901120.0,3294.351413840869,3307.007412607609,-12.655998766739685
reaPHeaPum_y,1901130.0,3298.485750009816,3307.752235796344,-9.266485786527937
reaPHeaPum_y,1901140.0,3302.143922886591,3308.4906732660884,-6.34675037949728
reaPHeaPum_y,1901150.0,3305.339533246114,3309.222779764609,-3.8832465184950706
reaPHeaPum_y,1901160.0,3308.109262656938,3309.948609570297,-1.839346913358895
reaPHeaPum_y,1901170.0,3310.498617449415,3310.6682164961862,-0.16959904677105442
reaPHeaPum_y,1901180.0,3312.554441615107,3311.381653893948,1.1727877211587838
reaPHeaPum_y,1901190.0,3314.322766937621,3312.088974657845,2.2337922797760257
reaPHeaPum_y,1901200.0,3315.8450357235797,3312.7902312286515,3.0548044949282485
reaPHeaPum_y,1901210.0,3317.1589820673735,3313.4854755975425,3.6735064698309543
reaPHeaPum_y,1901220.0,3318.2981493546895,3314.174759309949,4.123390044740518
reaPHeaPum_y,1901230.0,3319.2902193646587,3314.858133469378,4.432085895280579
reaPHeaPum_y,1901240.0,3320.1600238381197,3315.535648741203,4.624375096916538
reaPHeaPum_y,1901250.0,3320.9315375958113,3316.207355356419,4.724182239392121
reaPHeaPum_y,1901260.0,3321.619084934716,3316.8733031153665,4.745781819349304
reaPHeaPum_y,1901270.0,3322.2395479105526,3317.533541391425,4.706006519127641
reaPHeaPum_y,1901280.0,3322.8038922508995,3318.188119134673,4.615773116226592
reaPHeaPum_y,1901290.0,3323.323026134781,3318.837084875516,4.485941259264564
reaPHeaPum_y,1901300.0,3323.80589426766,3319.480486728287,4.325407539372918
reaPHeaPum_y,1901310.0,3324.2591875912067,3320.118372394811,4.140815196395579
reaPHeaPum_y,1901320.0,3324.6897728326494,3320.7507891679434,3.9389836647060292
reaPHeaPum_y,1901330.0,3325.1016381560103,3321.3777839350755,3.7238542209347543
reaPHeaPum_y,1901340.0,3325.498611461059,3321.999403181611,3.4992082794483395
reaPHeaPum_y,1901350.0,3325.8845629278667,3322.6156929944127,3.2688699334539706
reaPHeaPum_y,1901360.0,3326.262298740604,3323.2266990652192,3.035599675384674
reaPHeaPum_y,1901370.0,3326.634346049407,3323.832466694031,2.801879355376059
reaPHeaPum_y,1901380.0,3327.0029212910313,3324.4330407924726,2.569880498558632
reaPHeaPum_y,1901390.0,3327.3687136134376,3325.0284658871187,2.340247726318921
reaPHeaPum_y,1901400.0,3327.7320496776247,3325.6187861227963,2.113263554828336
reaPHeaPum_y,1901410.0,3328.09413282469,3326.20404526586,1.890087558830146
reaPHeaPum_y,1901420.0,3328.456519547757,3326.784286707432,1.6722328403252504
reaPHeaPum_y,1901430.0,3328.82015934627,3327.3595534666247,1.4606058796452999
reaPHeaPum_y,1901440.0,3329.1853268335044,3327.9298881937266,1.2554386397778217
reaPHeaPum_y,1901450.0,3329.552163177779,3328.495333173364,1.0568300044151329
reaPHeaPum_y,1901460.0,3329.920978074181,3329.0559303276395,0.865047746541677
reaPHeaPum_y,1901470.0,3330.2921173262393,3329.611721219236,0.6803961070031619
reaPHeaPum_y,1901480.0,3330.665771564183,3330.1627470545013,0.5030245096818362
reaPHeaPum_y,1901490.0,3331.0419851541865,3330.7090486865,0.3329364676865225
reaPHeaPum_y,1901500.0,3331.420773390828,3331.250666618046,0.17010677278176445
reaPHeaPum_y,1901510.0,3331.8021748427927,3331.7876410047033,0.014533838089391793
reaPHeaPum_y,1901520.0,3332.1862183116546,3332.3200116577623,-0.13379334610772275
reaPHeaPum_y,1901530.0,3332.572888284104,3332.8478180471934,-0.2749297630894034
reaPHeaPum_y,1901540.0,3332.9621339282103,3333.3710993045725,-0.40896537636217545
reaPHeaPum_y,1901550.0,3333.353895563234,3333.889894225981,-0.5359986627472608
reaPHeaPum_y,1901560.0,3333.74811433568,3334.4042412748854,-0.6561269392054783
reaPHeaPum_y,1901570.0,3334.1447252008793,3334.9141785849847,-0.7694533841054181
reaPHeaPum_y,1901580.0,3334.5436515239126,3335.4197439630407,-0.8760924391281151
reaPHeaPum_y,1901590.0,3334.9448087380824,3335.9209748916805,-0.9761661535981148
reaPHeaPum_y,1901600.0,3335.3481104321572,3336.417908532174,-1.0697981000166692
reaPHeaPum_y,1901610.0,3335.753470307488,3336.9105817271907,-1.1571114197026873
reaPHeaPum_y,1901620.0,3336.1608009205083,3337.3990310035306,-1.2382300830222448
reaPHeaPum_y,1901630.0,3336.570013101912,3337.883292574832,-1.3132794729199304
reaPHeaPum_y,1901640.0,3336.9810171756535,3338.363402344258,-1.3823851686042872
reaPHeaPum_y,1901650.0,3337.393724398188,3338.839395907154,-1.4456715089659156
reaPHeaPum_y,1901660.0,3337.8080474094486,3339.3113085536934,-1.5032611442447887
reaPHeaPum_y,1901670.0,3338.2239000659556,3339.7791752714875,-1.5552752055318706
reaPHeaPum_y,1901680.0,3338.6411974634693,3340.2430307481845,-1.6018332847152124
reaPHeaPum_y,1901690.0,3339.059856293542,3340.7029093740375,-1.6430530804955197
reaPHeaPum_y,1901700.0,3339.4797951762775,3341.158845244456,-1.6790500681786398
reaPHeaPum_y,1901710.0,3339.9009347583187,3341.6108721625355,-1.7099374042168165
reaPHeaPum_y,1901720.0,3340.3231976892084,3342.0590236415587,-1.7358259523502966
reaPHeaPum_y,1901730.0,3340.7465086395578,3342.5033329074854,-1.756824267927641
reaPHeaPum_y,1901740.0,3341.1707943744586,3342.943832901413,-1.773038526954224
reaPHeaPum_y,1901750.0,3341.595983804398,3343.380556282019,-1.7845724776207135
reaPHeaPum_y,1901760.0,3342.0220079796572,3343.813535427983,-1.7915274483257235
reaPHeaPum_y,1901770.0,3342.448800059463,3344.2428024403866,-1.7940023809237573
reaPHeaPum_y,1901780.0,3342.8762952886764,3344.6683891450953,-1.7920938564188873
reaPHeaPum_y,1901790.0,3343.3044309810084,3345.0903270951144,-1.7858961141059808
reaPHeaPum_y,1901800.0,3343.733146493827,3345.5086475729317,-1.7755010791047425
reaPHeaPum_y,1901810.0,3344.162383189637,3345.9233815928355,-1.7609984031987551
reaPHeaPum_y,1901820.0,3344.592084391824,3346.3345599032136,-1.7424755113897845
reaPHeaPum_y,1901830.0,3345.0221953415567,3346.7422129888337,-1.7200176472770181
reaPHeaPum_y,1901840.0,3345.452663155692,3347.146371073103,-1.6937079174113023
reaPHeaPum_y,1901850.0,3345.8834367819545,3347.54706412031,-1.6636273383555817
reaPHeaPum_y,1901860.0,3346.3144669516532,3347.944321837844,-1.6298548861909694
reaPHeaPum_y,1901870.0,3346.745706131932,3348.3381736784004,-1.5924675464684697
reaPHeaPum_y,1901880.0,3347.1771084784705,3348.7286488421614,-1.5515403636909468
reaPHeaPum_y,1901890.0,3347.608629788733,3349.115776278963,-1.507146490229843
reaPHeaPum_y,1901900.0,3348.040227455175,3349.499584690441,-1.4593572352659976
reaPHeaPum_y,1901910.0,3348.4718604191385,3349.880102532158,-1.4082421130196963
reaPHeaPum_y,1901920.0,3348.9034891248157,3350.2573580157145,-1.353868890898866
reaPHeaPum_y,1901930.0,3349.3350754744342,3350.631379110838,-1.2963036364039908
reaPHeaPum_y,1901940.0,3349.7665827841292,3351.0021935474606,-1.2356107633313513
reaPHeaPum_y,1901950.0,3350.1979757406116,3351.3698288177707,-1.171853077159085
reaPHeaPum_y,1901960.0,3350.629220360018,3351.734312178255,-1.1050918182372698
reaPHeaPum_y,1901970.0,3351.06028394595,3352.095670651716,-1.0353867057660864
reaPHeaPum_y,1901980.0,3351.4911350486946,3352.4539310292776,-0.962795980582996
reaPHeaPum_y,1901990.0,3351.921743426248,3352.809119872372,-0.8873764461236533
reaPHeaPum_y,1902000.0,3352.352080006429,3353.1612635147053,-0.8091835082764192
reaPHeaPum_y,1902010.0,3352.7821168496575,3353.5103880642146,-0.7282712145570258
reaPHeaPum_y,1902020.0,3353.211827113745,3353.856519405,-0.644692291255069
reaPHeaPum_y,1902030.0,3353.641185017964,3354.1996831992465,-0.55849818128263
reaPHeaPum_y,1902040.0,3354.070165808226,3354.5399048891236,-0.4697390808973978
reaPHeaPum_y,1902050.0,3354.4987457243024,3354.8772096986736,-0.37846397437124324
reaPHeaPum_y,1902060.0,3354.926901968285,3355.2116226356816,-0.2847206673964138
reaPHeaPum_y,1902070.0,3355.354612673079,3355.5431684935293,-0.1885558204503468
reaPHeaPum_y,1902080.0,3355.7818568729735,3355.8718718530326,-0.09001498005909525
reaPHeaPum_y,1902090.0,3356.2086144732048,3356.1977570842646,0.010857388940166857
reaPHeaPum_y,1902100.0,3356.6348662206656,3356.5208483483625,0.11401787230306581
reaPHeaPum_y,1902110.0,3357.060593678145,3356.841169599319,0.21942407882579573
reaPHeaPum_y,1902120.0,3357.485779196989,3357.158744585757,0.3270346112317384
reaPHeaPum_y,1902130.0,3357.9104058906114,3357.473596852693,0.43680903791846504
reaPHeaPum_y,1902140.0,3358.334457609478,3357.7857497432788,0.5487078661990381
reaPHeaPum_y,1902150.0,3358.7579189170683,3358.0952264005364,0.6626925165319335
reaPHeaPum_y,1902160.0,3359.18077506572,3358.402049769071,0.7787252966490996
reaPHeaPum_y,1902170.0,3359.603011974985,3358.706242596772,0.8967693782128663
reaPHeaPum_y,1902180.0,3360.024616208071,3359.0078274365023,1.0167887715688266
reaPHeaPum_y,1902190.0,3360.4455749511826,3359.306826647767,1.1387483034154684
reaPHeaPum_y,1902200.0,3360.865875991828,3359.6032623983738,1.2626135934542617
reaPHeaPum_y,1902210.0,3361.285507699752,3359.897156666074,1.388351033678191
reaPHeaPum_y,1902220.0,3361.7044590069263,3360.188531240195,1.515927766731238
reaPHeaPum_y,1902230.0,3362.1227193881405,3360.4774077232523,1.6453116648881405
reaPHeaPum_y,1902240.0,3362.540278843061,3360.7638075325544,1.776471310506622
reaPHeaPum_y,1902250.0,3362.9571278787807,3361.0477519017886,1.9093759769921235
reaPHeaPum_y,1902260.0,3363.373257492588,3361.3292618825953,2.043995609992635
reaPHeaPum_y,1902270.0,3363.7886591549614,3361.6083583461304,2.180300808830907
reaPHeaPum_y,1902280.0,3364.2033247930485,3361.8850619846103,2.3182628084382486
reaPHeaPum_y,1902290.0,3364.6172467764827,3362.159393312848,2.4578534636348195
reaPHeaPum_y,1902300.0,3365.030417901541,3362.4313726697737,2.599045231767377
reaQHeaPumCon_y,1901110.0,14297.746835056447,14284.995409408451,12.751425647995347
reaQHeaPumCon_y,1901120.0,14048.173424007284,14046.879666356486,1.2937576507974882
reaQHeaPumCon_y,1901130.0,13846.764075057266,13851.760377921828,-4.996302864561585
reaQHeaPumCon_y,1901140.0,13683.986043516477,13691.873693273099,-7.887649756621613
reaQHeaPumCon_y,1901150.0,13552.28854948704,13560.857676696538,-8.56912720949731
reaQHeaPumCon_y,1901160.0,13445.562776178705,13453.499164402021,-7.936388223315589
reaQHeaPumCon_y,1901170.0,13358.952135272271,13365.526331283894,-6.574196011622917
reaQHeaPumCon_y,1901180.0,13288.614826888132,13293.43871381022,-4.823886922087695
reaQHeaPumCon_y,1901190.0,13231.435561412782,13234.3679256039,-2.932364191117813
reaQHeaPumCon_y,1901200.0,13184.952731473344,13185.963523549826,-1.0107920764821756
reaQHeaPumCon_y,1901210.0,13147.153798607878,13146.29948300869,0.8543155991883395
reaQHeaPumCon_y,1901220.0,13116.393335403269,13113.797560760144,2.595774643124969
reaQHeaPumCon_y,1901230.0,13091.398234839397,13087.164496265492,4.233738573904702
reaQHeaPumCon_y,1901240.0,13071.087116028955,13065.34055247066,5.7465635582957475
reaQHeaPumCon_y,1901250.0,13054.457968465198,13047.457348573653,7.000619891545284
reaQHeaPumCon_y,1901260.0,13040.951936074749,13032.803306910584,8.148629164164959
reaQHeaPumCon_y,1901270.0,13029.90653274037,13020.795339082242,9.111193658127377
reaQHeaPumCon_y,1901280.0,13020.91869858205,13010.955644704281,9.963053877769198
reaQHeaPumCon_y,1901290.0,13013.585505808389,13002.892699596854,10.692806211534844
reaQHeaPumCon_y,1901300.0,13007.58487493258,12996.285676928448,11.29919800413154
reaQHeaPumCon_y,1901310.0,13002.68585788271,12990.8716814269,11.814176455811321
reaQHeaPumCon_y,1901320.0,12998.644500569082,12986.435288703298,12.2092118657838
reaQHeaPumCon_y,1901330.0,12995.333699370729,12982.79997345555,12.533725915178366
reaQHeaPumCon_y,1901340.0,12992.627039299441,12979.82108547744,12.805953822000447
reaQHeaPumCon_y,1901350.0,12990.39146573369,12977.38009398664,13.011371747050362
reaQHeaPumCon_y,1901360.0,12988.534571199227,12975.379871251867,13.154699947359404
reaQHeaPumCon_y,1901370.0,12986.971768074942,12973.740827853402,13.23094022153964
reaQHeaPumCon_y,1901380.0,12985.628067323241,12972.397745797916,13.230321525325053
reaQHeaPumCon_y,1901390.0,12984.488660792158,12971.297183476345,13.191477315813245
reaQHeaPumCon_y,1901400.0,12983.550607068615,12970.395349207385,13.155257861229984
reaQHeaPumCon_y,1901410.0,12982.772051794082,12969.656358754297,13.115693039784674
reaQHeaPumCon_y,1901420.0,12982.094775033354,12969.05080748113,13.043967552224785
reaQHeaPumCon_y,1901430.0,12981.484361620871,12968.554600334064,12.929761286806752
reaQHeaPumCon_y,1901440.0,12980.932903119929,12968.147993092514,12.784910027414298
reaQHeaPumCon_y,1901450.0,12980.43650020449,12967.814806741095,12.621693463395786
reaQHeaPumCon_y,1901460.0,12979.983024922461,12967.54178370208,12.441241220381926
reaQHeaPumCon_y,1901470.0,12979.557990433454,12967.318060312706,12.239930120747886
reaQHeaPumCon_y,1901480.0,12979.152673213235,12967.134734556998,12.017938656237675
reaQHeaPumCon_y,1901490.0,12978.763764863854,12966.984511852077,11.779253011776746
reaQHeaPumCon_y,1901500.0,12978.38855250667,12966.861414794676,11.527137711995238
reaQHeaPumCon_y,1901510.0,12978.02288114534,12966.760545318593,11.262335826746494
reaQHeaPumCon_y,1901520.0,12977.662669341713,12966.677889799283,10.98477954243026
reaQHeaPumCon_y,1901530.0,12977.305421311212,12966.610159350608,10.695261960603602
reaQHeaPumCon_y,1901540.0,12976.949883313882,12966.554658959156,10.395224354726452
reaQHeaPumCon_y,1901550.0,12976.594981083184,12966.50918024889,10.085800834294787
reaQHeaPumCon_y,1901560.0,12976.239475411994,12966.47191360926,9.767561802733326
reaQHeaPumCon_y,1901570.0,12975.882307273838,12966.4413761903,9.44093108353809
reaQHeaPumCon_y,1901580.0,12975.522854253659,12966.416352899603,9.106501354055581
reaQHeaPumCon_y,1901590.0,12975.160797133552,12966.39584805346,8.764949080092265
reaQHeaPumCon_y,1901600.0,12974.795886415806,12966.379045758335,8.416840657471766
reaQHeaPumCon_y,1901610.0,12974.42788371734,12966.365277446224,8.062606271116238
reaQHeaPumCon_y,1901620.0,12974.056633401113,12966.353995272153,7.702638128959734
reaQHeaPumCon_y,1901630.0,12973.682099191326,12966.344750315275,7.337348876051692
reaQHeaPumCon_y,1901640.0,12973.304321886208,12966.33717471618,6.9671471700276015
reaQHeaPumCon_y,1901650.0,12972.92336744545,12966.330967039668,6.592400405781518
reaQHeaPumCon_y,1901660.0,12972.539316024615,12966.325880280565,6.2134357440500025
reaQHeaPumCon_y,1901670.0,12972.15227500127,12966.321712035307,5.830562965962599
reaQHeaPumCon_y,1901680.0,12971.76238184935,12966.318296448257,5.444085401093616
reaQHeaPumCon_y,1901690.0,12971.369791751193,12966.315497612251,5.054294138941259
reaQHeaPumCon_y,1901700.0,12970.97466573104,12966.313204160828,4.66146157021285
reaQHeaPumCon_y,1901710.0,12970.577168149042,12966.311324836915,4.26584331212689
reaQHeaPumCon_y,1901720.0,12970.177468542122,12966.309784861693,3.8676836804297636
reaQHeaPumCon_y,1901730.0,12969.775740925217,12966.308522959116,3.4672179661010887
reaQHeaPumCon_y,1901740.0,12969.372160329234,12966.307488917731,3.064671411502786
reaQHeaPumCon_y,1901750.0,12968.966900024749,12966.306641592742,2.6602584320062306
reaQHeaPumCon_y,1901760.0,12968.560130857666,12966.305947268853,2.254183588813248
reaQHeaPumCon_y,1901770.0,12968.15202137676,12966.305378318722,1.8466430580374436
reaQHeaPumCon_y,1901780.0,12967.742737397944,12966.304912103664,1.4378252942806284
reaQHeaPumCon_y,1901790.0,12967.33244111369,12966.304530072854,1.0279110408355336
reaQHeaPumCon_y,1901800.0,12966.921290485085,12966.30421702518,0.6170734599054413
reaQHeaPumCon_y,1901810.0,12966.509439113383,12966.303960504383,0.20547860899932857
reaQHeaPumCon_y,1901820.0,12966.097036255722,12966.303750303436,-0.20671404771383095
reaQHeaPumCon_y,1901830.0,12965.684226730289,12966.30357805838,-0.6193513280904881
reaQHeaPumCon_y,1901840.0,12965.271150766714,12966.303436915538,-1.0322861488239141
reaQHeaPumCon_y,1901850.0,12964.857943941553,12966.303321258796,-1.4453773172426736
reaQHeaPumCon_y,1901860.0,12964.444737225114,12966.303226486143,-1.858489261028808
reaQHeaPumCon_y,1901870.0,12964.031657059713,12966.303148826544,-2.271491766830877
reaQHeaPumCon_y,1901880.0,12963.618825415182,12966.303085189906,-2.684259774723614
reaQHeaPumCon_y,1901890.0,12963.206359840728,12966.303033044107,-3.096673203379396
reaQHeaPumCon_y,1901900.0,12962.794373540424,12966.30299031425,-3.508616773826361
reaQHeaPumCon_y,1901910.0,12962.382974469117,12966.302955300107,-3.919980830989516
reaQHeaPumCon_y,1901920.0,12961.972270483177,12966.302926608452,-4.330656125275709
reaQHeaPumCon_y,1901930.0,12961.562359348558,12966.302903097636,-4.740543749077915
reaQHeaPumCon_y,1901940.0,12961.153338935212,12966.302883832157,-5.149544896945372
reaQHeaPumCon_y,1901950.0,12960.745302290867,12966.302868045437,-5.557565754570533
reaQHeaPumCon_y,1901960.0,12960.338337709274,12966.30285510932,-5.964517400045224
reaQHeaPumCon_y,1901970.0,12959.932533935793,12966.30284450907,-6.3703105732765835
reaQHeaPumCon_y,1901980.0,12959.527970146,12966.302835822904,-6.774865676903573
reaQHeaPumCon_y,1901990.0,12959.124726183078,12966.302828705193,-7.178102522115296
reaQHeaPumCon_y,1902000.0,12958.722877575798,12966.302822872725,-7.57994529692769
reaQHeaPumCon_y,1902010.0,12958.32249667187,12966.302818093423,-7.980321421553526
reaQHeaPumCon_y,1902020.0,12957.923652709273,12966.30281417712,-8.379161467846643
reaQHeaPumCon_y,1902030.0,12957.526410921348,12966.302810967978,-8.776400046630442
reaQHeaPumCon_y,1902040.0,12957.13083774334,12966.302808338312,-9.171970594972663
reaQHeaPumCon_y,1902050.0,12956.736990691437,12966.302806183483,-9.565815492045658
reaQHeaPumCon_y,1902060.0,12956.344928644465,12966.30280441775,-9.957875773285195
reaQHeaPumCon_y,1902070.0,12955.954706847555,12966.302802970855,-10.34809612329991
reaQHeaPumCon_y,1902080.0,12955.566377988202,12966.302801785225,-10.736423797023235
reaQHeaPumCon_y,1902090.0,12955.179992303374,12966.302800813684,-11.122808510310279
reaQHeaPumCon_y,1902100.0,12954.795596662141,12966.302800017575,-11.507203355433376
reaQHeaPumCon_y,1902110.0,12954.413239720747,12966.302799365218,-11.889559644470864
reaQHeaPumCon_y,1902120.0,12954.032961763103,12966.302798830657,-12.269837067553453
reaQHeaPumCon_y,1902130.0,12953.654805038756,12966.30279839262,-12.647993353864877
reaQHeaPumCon_y,1902140.0,12953.278808710365,12966.302798033681,-13.023989323315618
reaQHeaPumCon_y,1902150.0,12952.905009936718,12966.302797739554,-13.39778780283632
reaQHeaPumCon_y,1902160.0,12952.533442919352,12966.302797498538,-13.769354579186256
reaQHeaPumCon_y,1902170.0,12952.164144076045,12966.302797301041,-14.138653224996233
reaQHeaPumCon_y,1902180.0,12951.797141868516,12966.302797139208,-14.505655270691932
reaQHeaPumCon_y,1902190.0,12951.432467118682,12966.302797006596,-14.870329887913613
reaQHeaPumCon_y,1902200.0,12951.070147953671,12966.30279689793,-15.232648944258472
reaQHeaPumCon_y,1902210.0,12950.710210856796,12966.302796808886,-15.592585952090303
reaQHeaPumCon_y,1902220.0,12950.352679709194,12966.30279673592,-15.95011702672491
reaQHeaPumCon_y,1902230.0,12949.997581002614,12966.30279667613,-16.305215673515704
reaQHeaPumCon_y,1902240.0,12949.64493358831,12966.302796627137,-16.65786303882669
reaQHeaPumCon_y,1902250.0,12949.294759016933,12966.302796586988,-17.008037570054512
reaQHeaPumCon_y,1902260.0,12948.947076438853,12966.302796554091,-17.355720115238
reaQHeaPumCon_y,1902270.0,12948.601903684417,12966.302796527134,-17.700892842716712
reaQHeaPumCon_y,1902280.0,12948.25925629339,12966.302796505044,-18.043540211654545
reaQHeaPumCon_y,1902290.0,12947.919151648923,12966.302796486943,-18.3836448380207
reaQHeaPumCon_y,1902300.0,12947.581602854456,12966.30279647211,-18.721193617653626
